gold_code,000,106,107,201,303,304,401,402,408,410,412,501,503,504,506,601,606,607,701,702,704
104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
401,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
403,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
408,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
410,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
501,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
503,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1
504,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
601,0,0,2,1,0,0,0,2,3,0,0,0,0,0,0,3,2,0,0,0,1
607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
701,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
